,Pmult_ChP5-3,Pmult_PS23,Pmult_ChP10-2,Pmult_L72-1,Pmult_strain4,Pmult_R51-6,Pmult_K4-2,Pmult_AC2,Pmult_PC6,Pmult_TP2_India,Pmult_N16,Pmult_CyP5-3,Pmult_N17,Pmult_Or4-3,Pmult_LSA,Pmult_MSA-5,Pmult_BNB-2015,Pmult_FT5,Pmult_BR3,Pmult_FT2,Pmult_FT1,Pmult_FT4,Pmult_para200,Pmult_Pm,Pmult_SK6-3,Pmult_ThK-16,Pmult_OmN-1,Pmult_LB-1,Pfok_US_Bl_16I1,Pfok_strain14,Pfok_CyL3-21,Pfok_strain12,Pfok_T42-1,Pfok_YM25,Pfok_PL4-1,Pfok_SMM81-1,Pfok_N6,Pfok_FCB10-1,Pfok_AF255361,Pfok_TH105
Pmult_Pm,0.0,0.0,0.0,0.0,0.0005909801,0.0,0.0,0.0011809705,0.0011809705,0.0011809705,0.0011809705,0.0011809705,0.0017743623000000001,0.0011809705,0.0011838333000000001,0.0047647118,0.0087102176,0.0089895438,0.0084297967,0.0077862014000000005,0.0029631358000000003,0.0029631358000000003,0.0029775935,0.0,0.0005909801,0.0023697008,0.0011839022,0.0005909801,0.014509059599999999,0.015137605600000001,0.015137605600000001,0.014804278799999999,0.015137605600000001,0.015137605600000001,0.015137605600000001,0.015137605600000001,0.015137605600000001,0.015137605600000001,0.015054905700000001,0.014509059599999999
Pmult_SK6-3,0.0005885455000000001,0.000619153,0.0005885455000000001,0.0005885455000000001,0.0011839022,0.0005885455000000001,0.0005885455000000001,0.0017743623000000001,0.0017743623000000001,0.0017743623000000001,0.0023599151000000002,0.0017670469,0.0023613081,0.0017670469,0.0017786695,0.0053467984,0.0096041764,0.0095644538,0.0090468746,0.0083638421,0.0035468663,0.0035468663,0.0035641276,0.0005909801,0.0,0.005362709300000001,0.00416769,0.00058782,0.015074648000000001,0.0157690767,0.015702444,0.0154470516,0.015702444,0.015702444,0.015702444,0.015702444,0.015702444,0.015702444,0.0156402368,0.015074648000000001
Pmult_ThK-16,0.004759030300000001,0.0024829561999999998,0.004759030300000001,0.004759030300000001,0.002966993,0.004759030300000001,0.004759030300000001,0.0011839022,0.0011839022,0.0011839022,0.0035664395,0.0035664395,0.00416769,0.0059534958999999995,0.003566037,0.007194655699999999,0.0069602208999999995,0.0114625431,0.0072198288000000005,0.010249801800000001,0.00536909,0.00536909,0.005395454599999999,0.0023697008,0.005362709300000001,0.0,0.0011781879,0.005362709300000001,0.0195039714,0.0176311435,0.0201454246,0.0160505776,0.0201454246,0.0201454246,0.0201454246,0.0201454246,0.0201454246,0.0201454246,0.020243741699999998,0.0195039714
Pmult_OmN-1,0.0035664395,0.0012404375,0.0035664395,0.0035664395,0.0017787732,0.0035664395,0.0035664395,0.0023697008,0.0023697008,0.0023697008,0.004759030300000001,0.004759030300000001,0.005362709300000001,0.004759030300000001,0.0023754610999999998,0.008400372,0.0087102176,0.0126789722,0.0084297967,0.0114646008,0.0065674087,0.0065674087,0.0065996787,0.0011839022,0.00416769,0.0011781879,0.0,0.00416769,0.0182710408,0.0164026077,0.0189100949,0.014804278799999999,0.0189100949,0.0189100949,0.0189100949,0.0189100949,0.0189100949,0.0189100949,0.018963547,0.0182710408
Pmult_LB-1,0.0011775614999999999,0.000619153,0.0011775614999999999,0.0011775614999999999,0.0011839022,0.0011775614999999999,0.0011775614999999999,0.0017743623000000001,0.0017743623000000001,0.0017743623000000001,0.0029510668,0.0023570007,0.0029528094,0.0023570007,0.0017786695,0.0059432316,0.0096041764,0.0101661925,0.0090468746,0.0089647662,0.0041396504,0.0041396504,0.0041598033,0.0005909801,0.00058782,0.005362709300000001,0.00416769,0.0,0.0156836532,0.0157690767,0.016312634399999998,0.0154470516,0.016312634399999998,0.016312634399999998,0.016312634399999998,0.016312634399999998,0.016312634399999998,0.016312634399999998,0.0162723094,0.0156836532
Pfok_US_Bl_16I1,0.014447944099999999,0.015217106599999999,0.014447944099999999,0.014447944099999999,0.015138517399999999,0.014447944099999999,0.014447944099999999,0.0157302749,0.0157302749,0.0157302749,0.0162931123,0.0156639678,0.0163029454,0.0156639678,0.0157690767,0.0187826977,0.028840443900000002,0.0238444038,0.022820226800000003,0.0226087733,0.0175343746,0.0175343746,0.0176215042,0.014509059599999999,0.015074648000000001,0.0195039714,0.0182710408,0.0156836532,0.0,0.0017742591,0.0017669445999999999,0.0,0.0017669445999999999,0.0017669445999999999,0.0017669445999999999,0.0017669445999999999,0.0017669445999999999,0.0017669445999999999,0.0,0.0
Pfok_strain14,0.015137605600000001,0.0158775281,0.015137605600000001,0.015137605600000001,0.0157690767,0.015137605600000001,0.015137605600000001,0.0163612065,0.0163612065,0.0163612065,0.0163612065,0.0163612065,0.0169951427,0.0163612065,0.0164016155,0.0195020484,0.028840443900000002,0.0245998735,0.023474481000000002,0.0233566055,0.0182449892,0.0182449892,0.018336171499999998,0.015137605600000001,0.0157690767,0.0176311435,0.0164026077,0.0157690767,0.0017742591,0.0,0.0,0.0018095735999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0018395303,0.0017742591
Pfok_CyL3-21,0.015073743899999999,0.0158775281,0.015073743899999999,0.015073743899999999,0.0157690767,0.015073743899999999,0.015073743899999999,0.0163612065,0.0163612065,0.0163612065,0.0169232783,0.016292133400000002,0.0169335074,0.016292133400000002,0.0164016155,0.0194192611,0.028840443900000002,0.024494535699999997,0.023474481000000002,0.0232566398,0.0181676937,0.0181676937,0.018258104299999998,0.015137605600000001,0.015702444,0.0201454246,0.0189100949,0.016312634399999998,0.0017669445999999999,0.0,0.0,0.0018095735999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0018316689000000001,0.0017669445999999999
Pfok_strain12,0.014804278799999999,0.0155421536,0.014804278799999999,0.014804278799999999,0.0154470516,0.014804278799999999,0.014804278799999999,0.0160505776,0.0160505776,0.0160505776,0.0160505776,0.0160505776,0.016695911,0.0160505776,0.016090971000000003,0.0192489049,0.028840443900000002,0.0244415367,0.023206304700000003,0.023174680099999997,0.017968701599999998,0.017968701599999998,0.0180602061,0.014804278799999999,0.0154470516,0.0160505776,0.014804278799999999,0.0154470516,0.0,0.0018095735999999999,0.0018095735999999999,0.0,0.0018095735999999999,0.0018095735999999999,0.0018095735999999999,0.0018095735999999999,0.0018095735999999999,0.0018095735999999999,0.0,0.0
Pfok_T42-1,0.015073743899999999,0.0158775281,0.015073743899999999,0.015073743899999999,0.0157690767,0.015073743899999999,0.015073743899999999,0.0163612065,0.0163612065,0.0163612065,0.0169232783,0.016292133400000002,0.0169335074,0.016292133400000002,0.0164016155,0.0194192611,0.028840443900000002,0.024494535699999997,0.023474481000000002,0.0232566398,0.0181676937,0.0181676937,0.018258104299999998,0.015137605600000001,0.015702444,0.0201454246,0.0189100949,0.016312634399999998,0.0017669445999999999,0.0,0.0,0.0018095735999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0018316689000000001,0.0017669445999999999
Pfok_YM25,0.015073743899999999,0.0158775281,0.015073743899999999,0.015073743899999999,0.0157690767,0.015073743899999999,0.015073743899999999,0.0163612065,0.0163612065,0.0163612065,0.0169232783,0.016292133400000002,0.0169335074,0.016292133400000002,0.0164016155,0.0194192611,0.028840443900000002,0.024494535699999997,0.023474481000000002,0.0232566398,0.0181676937,0.0181676937,0.018258104299999998,0.015137605600000001,0.015702444,0.0201454246,0.0189100949,0.016312634399999998,0.0017669445999999999,0.0,0.0,0.0018095735999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0018316689000000001,0.0017669445999999999
Pfok_PL4-1,0.015073743899999999,0.0158775281,0.015073743899999999,0.015073743899999999,0.0157690767,0.015073743899999999,0.015073743899999999,0.0163612065,0.0163612065,0.0163612065,0.0169232783,0.016292133400000002,0.0169335074,0.016292133400000002,0.0164016155,0.0194192611,0.028840443900000002,0.024494535699999997,0.023474481000000002,0.0232566398,0.0181676937,0.0181676937,0.018258104299999998,0.015137605600000001,0.015702444,0.0201454246,0.0189100949,0.016312634399999998,0.0017669445999999999,0.0,0.0,0.0018095735999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0018316689000000001,0.0017669445999999999
Pfok_SMM81-1,0.015073743899999999,0.0158775281,0.015073743899999999,0.015073743899999999,0.0157690767,0.015073743899999999,0.015073743899999999,0.0163612065,0.0163612065,0.0163612065,0.0169232783,0.016292133400000002,0.0169335074,0.016292133400000002,0.0164016155,0.0194192611,0.028840443900000002,0.024494535699999997,0.023474481000000002,0.0232566398,0.0181676937,0.0181676937,0.018258104299999998,0.015137605600000001,0.015702444,0.0201454246,0.0189100949,0.016312634399999998,0.0017669445999999999,0.0,0.0,0.0018095735999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0018316689000000001,0.0017669445999999999
Pfok_N6,0.015073743899999999,0.0158775281,0.015073743899999999,0.015073743899999999,0.0157690767,0.015073743899999999,0.015073743899999999,0.0163612065,0.0163612065,0.0163612065,0.0169232783,0.016292133400000002,0.0169335074,0.016292133400000002,0.0164016155,0.0194192611,0.028840443900000002,0.024494535699999997,0.023474481000000002,0.0232566398,0.0181676937,0.0181676937,0.018258104299999998,0.015137605600000001,0.015702444,0.0201454246,0.0189100949,0.016312634399999998,0.0017669445999999999,0.0,0.0,0.0018095735999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0018316689000000001,0.0017669445999999999
Pfok_FCB10-1,0.015073743899999999,0.0158775281,0.015073743899999999,0.015073743899999999,0.0157690767,0.015073743899999999,0.015073743899999999,0.0163612065,0.0163612065,0.0163612065,0.0169232783,0.016292133400000002,0.0169335074,0.016292133400000002,0.0164016155,0.0194192611,0.028840443900000002,0.024494535699999997,0.023474481000000002,0.0232566398,0.0181676937,0.0181676937,0.018258104299999998,0.015137605600000001,0.015702444,0.0201454246,0.0189100949,0.016312634399999998,0.0017669445999999999,0.0,0.0,0.0018095735999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0018316689000000001,0.0017669445999999999
Pfok_AF255361,0.0149891174,0.015217106599999999,0.0149891174,0.0149891174,0.0157089977,0.0149891174,0.0149891174,0.0163225059,0.0163225059,0.0163225059,0.016904869,0.0162511255,0.0169154542,0.0162511255,0.016364275600000002,0.0194907912,0.025217304,0.024075753199999998,0.021693008700000002,0.022795201400000003,0.0175368197,0.0175368197,0.0176271027,0.015054905700000001,0.0156402368,0.020243741699999998,0.018963547,0.0162723094,0.0,0.0018395303,0.0018316689000000001,0.0,0.0018316689000000001,0.0018316689000000001,0.0018316689000000001,0.0018316689000000001,0.0018316689000000001,0.0018316689000000001,0.0,0.0
Pfok_TH105,0.014447944099999999,0.015217106599999999,0.014447944099999999,0.014447944099999999,0.015138517399999999,0.014447944099999999,0.014447944099999999,0.0157302749,0.0157302749,0.0157302749,0.0162931123,0.0156639678,0.0163029454,0.0156639678,0.0157690767,0.0187826977,0.028840443900000002,0.0238444038,0.022820226800000003,0.0226087733,0.0175343746,0.0175343746,0.0176215042,0.014509059599999999,0.015074648000000001,0.0195039714,0.0182710408,0.0156836532,0.0,0.0017742591,0.0017669445999999999,0.0,0.0017669445999999999,0.0017669445999999999,0.0017669445999999999,0.0017669445999999999,0.0017669445999999999,0.0017669445999999999,0.0,0.0
