,Pmult_ChP5-3,Pmult_strain4,Pmult_SK6-3,Pmult_ThK-16,Pmult_OmN-1,Pmult_FT5,Pmult_BR3,Pmult_BNB-2015,Pfok_US_Bl_16I1,Pfok_strain14,Pfok_CyL3-21,Pfok_strain12,Psch_BM,Pprim_CyL4-1,Ppent_Nr1-10,Pbi_FGC3,Ptetr_Lab,Pnov_UV1-3,Pjen_FT3,Psp_FT8,Pgerm_GO1,Plyn_PO16-1,Plyn_SP-1,Plyn_SD11-9,Plyn_ShKm41,Plyn_HSG3-10,Pcaud_VL10-1,Pcaud_K5-2,Pcaud_OR4-4,Pnephr_BMS16-23,Pwood_BB-5,Pcalk_CyL1-24,Ppol_TBS3,Pchlor_Kon,Pputr_ETu-7,Pbuet_N06,Pdub_Ku4-8,Pbur_OK1,Pbur_YD-2010-3,Pmult_R51-6,Pmult_K4-2,Pmult_CyP5-3,Pmult_FT2,Pfok_T42-1
Pfok_CyL3-21,0.0149809914,0.0156653068,0.015599525900000001,0.0180848041,0.016866060500000002,0.0242345124,0.0232383428,0.0284412202,0.0017656864000000002,0.0,0.0,0.0018082546,0.025743578,0.0268909079,0.0268909079,0.027006392599999998,0.029447589399999998,0.0264051438,0.0288132195,0.0483497104,0.056424893899999995,0.053837747400000004,0.053837747400000004,0.0549498602,0.060874146100000005,0.066672414,0.06393174389999999,0.0636446141,0.0636446141,0.0596979465,0.0614482354,0.0722627494,0.0784745967,0.06443300019999999,0.0729909,0.075136383,0.06833116389999999,0.09278577699999999,0.094356643,0.0149809914,0.0149809914,0.0161919931,0.023027746600000003,0.0
Pfok_strain12,0.0147211578,0.015353983799999998,0.015353983799999998,0.0159605624,0.0147211578,0.024192670099999997,0.0229850125,0.0284412202,0.0,0.0018082546,0.0018082546,0.0,0.0275479613,0.028840386200000002,0.028840386200000002,0.0275644517,0.0314709721,0.0269510412,0.0308186514,0.049593882199999995,0.0574172904,0.0552350951,0.0552350951,0.0552350951,0.0552350951,0.055958042300000004,0.0666949875,0.0666949875,0.0666949875,0.05990169150000001,0.0617067651,0.0727981226,0.0816566285,0.0675115301,0.0756395225,0.0779433833,0.0698272311,0.09688720220000001,0.09851313689999999,0.0147211578,0.0147211578,0.0159605624,0.0229570765,0.0018082546
Psch_BM,0.0301804858,0.0308352022,0.0308352022,0.0327521738,0.031491550099999994,0.039861425299999996,0.036875054,0.041818744,0.0269905556,0.025743578,0.025743578,0.0275479613,0.0,0.0047479398999999995,0.0047479398999999995,0.0047479398999999995,0.0071487813,0.0041563629,0.005947661999999999,0.0379150944,0.040866593799999996,0.039341646800000005,0.039341646800000005,0.039965021499999996,0.0440346492,0.0510187609,0.049514749000000004,0.049514749000000004,0.049514749000000004,0.0556329292,0.0572129394,0.0708595561,0.0760005215,0.05615043559999999,0.0724273332,0.0729522813,0.0715885982,0.0978999222,0.09949893970000001,0.0301804858,0.0301804858,0.031436949900000004,0.0386247251,0.025743578
Pprim_CyL4-1,0.0319299725,0.032725604,0.0325848464,0.032690637599999996,0.0339507967,0.039055313,0.0362378243,0.0408896956,0.0281351283,0.027006392599999998,0.0268909079,0.028840386200000002,0.0047479398999999995,0.0,0.0,0.0011809214999999999,0.0029500365000000002,0.0023656629,0.0047264402,0.0370946517,0.0428519216,0.041130162000000005,0.041130162000000005,0.041966249000000004,0.047909809299999995,0.0542121175,0.050226353,0.050004124000000004,0.050004124000000004,0.0553885893,0.0569515934,0.06841272030000001,0.0774315049,0.055209061399999995,0.069352012,0.072226421,0.0701925675,0.09683896800000001,0.09842936220000001,0.0319299725,0.0319299725,0.0306779564,0.0378242033,0.0268909079
Ppent_Nr1-10,0.0319299725,0.032725604,0.0325848464,0.032690637599999996,0.0339507967,0.039055313,0.0362378243,0.0408896956,0.0281351283,0.027006392599999998,0.0268909079,0.028840386200000002,0.0047479398999999995,0.0,0.0,0.0011809214999999999,0.0029500365000000002,0.0023656629,0.0047264402,0.0370946517,0.0428519216,0.041130162000000005,0.041130162000000005,0.041966249000000004,0.047909809299999995,0.0542121175,0.050226353,0.050004124000000004,0.050004124000000004,0.0553885893,0.0569515934,0.06841272030000001,0.0774315049,0.055209061399999995,0.069352012,0.072226421,0.0701925675,0.09683896800000001,0.09842936220000001,0.0319299725,0.0319299725,0.0306779564,0.0378242033,0.0268909079
Pbi_FGC3,0.032067731099999996,0.032725604,0.032725604,0.0321234328,0.033385115800000004,0.0392253932,0.0362378243,0.041822207,0.027006392599999998,0.027006392599999998,0.027006392599999998,0.0275644517,0.0047479398999999995,0.0011809214999999999,0.0011809214999999999,0.0,0.0035560961,0.001773563,0.0047460669,0.0378915606,0.0428519216,0.0413101993,0.0413101993,0.041966249000000004,0.0460281734,0.0530554075,0.050882286500000005,0.050882286500000005,0.050882286500000005,0.05431395940000001,0.0558396775,0.0680434895,0.0781247957,0.0554550128,0.0710266193,0.07359905230000001,0.071549852,0.0973014175,0.0989004272,0.032067731099999996,0.032067731099999996,0.030810212200000003,0.0379889638,0.027006392599999998
Ptetr_Lab,0.0345177097,0.0353308069,0.0351782757,0.0352928333,0.0365598105,0.040348123199999995,0.0375370989,0.0418429416,0.030698508,0.029574529199999998,0.029447589399999998,0.0314709721,0.0071487813,0.0029500365000000002,0.0029500365000000002,0.0035560961,0.0,0.0041468705,0.0059156737,0.037682265699999995,0.0448591764,0.0437910438,0.0437910438,0.044684616100000005,0.0506270237,0.0569849274,0.0522238254,0.051992377199999995,0.051992377199999995,0.0581610595,0.0590982017,0.0704904606,0.0795566196,0.0579719316,0.0729077142,0.0750826515,0.07376176599999999,0.09997119039999999,0.09993420210000001,0.0345177097,0.0345177097,0.0332589425,0.0391157138,0.029447589399999998
Pnov_UV1-3,0.0314660055,0.0321234328,0.0321234328,0.034046271600000004,0.0327824991,0.0411776967,0.038190816,0.0436904246,0.0264051438,0.0264051438,0.0264051438,0.0269510412,0.0041563629,0.0023656629,0.0023656629,0.001773563,0.0041468705,0.0,0.0065389433,0.0384943462,0.0448350706,0.0432768898,0.0432768898,0.0439655681,0.0480187944,0.0550876217,0.05083730559999999,0.05083730559999999,0.05083730559999999,0.0550236024,0.056579912999999996,0.067982207,0.0766692498,0.0561643654,0.0710903445,0.0736655442,0.0716139162,0.09957281650000001,0.1011803207,0.0314660055,0.0314660055,0.032725604,0.0399392007,0.0264051438
Pjen_FT3,0.0345243742,0.035337654100000004,0.035185066200000004,0.0352996661,0.0365668744,0.0403558675,0.0375444052,0.0428434692,0.0300627389,0.028937335699999997,0.0288132195,0.0308186514,0.005947661999999999,0.0047264402,0.0047264402,0.0047460669,0.0059156737,0.0065389433,0.0,0.0364498752,0.0422277444,0.0411879758,0.0411879758,0.0420264049,0.047977621,0.0542894178,0.0509548029,0.0507289564,0.0507289564,0.058172111900000004,0.0591098455,0.0726406381,0.07823858780000001,0.05660303,0.0715231746,0.0736794772,0.0710113286,0.09993420210000001,0.0998972407,0.0345243742,0.0345243742,0.0332653768,0.039123243599999996,0.0288132195
Psp_FT8,0.050961033899999994,0.0518842433,0.0502680492,0.051826587699999996,0.0531326421,0.0570266193,0.054291342199999995,0.0616058455,0.0489969348,0.0485629188,0.0483497104,0.049593882199999995,0.0379150944,0.0370946517,0.0370946517,0.0378915606,0.037682265699999995,0.0384943462,0.0364498752,0.0,0.0455070997,0.04710968559999999,0.04710968559999999,0.047414820700000006,0.0540113567,0.059101484100000004,0.0569911399,0.0567372415,0.0567372415,0.066218268,0.0667804942,0.08023307980000001,0.0894366333,0.0653003224,0.0770273776,0.0770693642,0.0771951966,0.09786167550000001,0.0978257151,0.050961033899999994,0.050961033899999994,0.049663575599999996,0.055772966900000005,0.0483497104
Pgerm_GO1,0.0523509651,0.053057548899999994,0.053057548899999994,0.0510335379,0.0523509651,0.0592344414,0.0560016033,0.0702285714,0.056424893899999995,0.056424893899999995,0.056424893899999995,0.0574172904,0.040866593799999996,0.0428519216,0.0428519216,0.0428519216,0.0448591764,0.0448350706,0.0422277444,0.0455070997,0.0,0.004169048,0.004169048,0.0042167614,0.0059709151,0.0145455753,0.0188470408,0.0188470408,0.0188470408,0.06759695639999999,0.0710575616,0.0877384849,0.0844151216,0.0679865409,0.0828559566,0.0811318281,0.08178464719999999,0.10441315,0.1052073551,0.0523509651,0.0523509651,0.0510335379,0.057961411100000006,0.056424893899999995
Plyn_PO16-1,0.0498237691,0.050742685,0.050518688,0.050686215199999995,0.051994432699999996,0.0573122013,0.0545658465,0.0660073908,0.053837747400000004,0.0540771633,0.053837747400000004,0.0552350951,0.039341646800000005,0.041130162000000005,0.041130162000000005,0.0413101993,0.0437910438,0.0432768898,0.0411879758,0.04710968559999999,0.004169048,0.0,0.0,0.0,0.005938053,0.012015566,0.0181356298,0.0180592266,0.0180592266,0.0628047075,0.0660653903,0.08399779859999999,0.0796449811,0.0659351757,0.0799426795,0.080390058,0.0820995265,0.10179313970000001,0.10339755960000001,0.0498237691,0.0498237691,0.048524171799999995,0.0560525383,0.053837747400000004
Plyn_SP-1,0.0498237691,0.050742685,0.050518688,0.050686215199999995,0.051994432699999996,0.0573122013,0.0545658465,0.0660073908,0.053837747400000004,0.0540771633,0.053837747400000004,0.0552350951,0.039341646800000005,0.041130162000000005,0.041130162000000005,0.0413101993,0.0437910438,0.0432768898,0.0411879758,0.04710968559999999,0.004169048,0.0,0.0,0.0,0.005938053,0.012015566,0.0181356298,0.0180592266,0.0180592266,0.0628047075,0.0660653903,0.08399779859999999,0.0796449811,0.0659351757,0.0799426795,0.080390058,0.0820995265,0.10179313970000001,0.10339755960000001,0.0498237691,0.0498237691,0.048524171799999995,0.0560525383,0.053837747400000004
Plyn_SD11-9,0.0508486102,0.051559130300000006,0.051559130300000006,0.0495215101,0.0508486102,0.058502291100000006,0.0552384767,0.0660073908,0.0549498602,0.0549498602,0.0549498602,0.0552350951,0.039965021499999996,0.041966249000000004,0.041966249000000004,0.041966249000000004,0.044684616100000005,0.0439655681,0.0420264049,0.047414820700000006,0.0042167614,0.0,0.0,0.0,0.0,0.004830234,0.018413855700000002,0.018413855700000002,0.018413855700000002,0.0641169992,0.0675037711,0.08580828060000001,0.0809735152,0.067311288,0.0816498703,0.08141454320000001,0.08346615389999999,0.10405768720000001,0.1057028792,0.0508486102,0.0508486102,0.0495215101,0.0572167985,0.0549498602
Plyn_ShKm41,0.056784175,0.055591921399999994,0.0574958215,0.056311550999999994,0.057637087000000004,0.06442557559999999,0.0566404493,0.0660073908,0.060874146100000005,0.058965414,0.060874146100000005,0.0552350951,0.0440346492,0.047909809299999995,0.047909809299999995,0.0460281734,0.0506270237,0.0480187944,0.047977621,0.0540113567,0.0059709151,0.005938053,0.005938053,0.0,0.0,0.0138670273,0.022529169300000002,0.024352068199999997,0.024352068199999997,0.0700263757,0.0736269667,0.0916988599,0.08488935199999999,0.0731851596,0.0875255266,0.0826039486,0.0873514932,0.10995668689999999,0.11159850560000001,0.056784175,0.056784175,0.0554641815,0.0631531958,0.060874146100000005
Plyn_HSG3-10,0.061814385599999994,0.06138905,0.0625388129,0.060616456900000004,0.0619555188,0.0695734915,0.0651993224,0.0660073908,0.0659630823,0.0655277583,0.066672414,0.055958042300000004,0.0510187609,0.0542121175,0.0542121175,0.0530554075,0.0569849274,0.0550876217,0.0542894178,0.059101484100000004,0.0145455753,0.012015566,0.012015566,0.004830234,0.0138670273,0.0,0.0290046486,0.030174513599999998,0.030174513599999998,0.077453189,0.081411887,0.09963057480000001,0.0935343465,0.0799542404,0.0953326958,0.09167698960000001,0.09459422349999999,0.1157589785,0.117427154,0.061814385599999994,0.061814385599999994,0.0604784767,0.0682908809,0.066672414
Pcaud_VL10-1,0.0618000208,0.062524339,0.062524339,0.0625800898,0.063250486,0.0702362957,0.0672304937,0.0838512003,0.0652754791,0.06393174389999999,0.06393174389999999,0.0666949875,0.049514749000000004,0.050226353,0.050226353,0.050882286500000005,0.0522238254,0.05083730559999999,0.0509548029,0.0569911399,0.0188470408,0.0181356298,0.0181356298,0.018413855700000002,0.022529169300000002,0.0290046486,0.0,0.0,0.0,0.0767915025,0.08072244349999999,0.09418221550000001,0.0870431406,0.0749642836,0.0932382441,0.09338591730000001,0.0912340499,0.1129742287,0.1146363257,0.0618000208,0.0618000208,0.0611318914,0.0689534701,0.06393174389999999
Pcaud_K5-2,0.0615233062,0.062524339,0.0622440351,0.063121987,0.063791489,0.06991875040000001,0.0672304937,0.0838512003,0.06498209099999999,0.06393174389999999,0.0636446141,0.0666949875,0.049514749000000004,0.050004124000000004,0.050004124000000004,0.050882286500000005,0.051992377199999995,0.05083730559999999,0.0507289564,0.0567372415,0.0188470408,0.0180592266,0.0180592266,0.018413855700000002,0.024352068199999997,0.030174513599999998,0.0,0.0,0.0,0.0764412785,0.0803388987,0.0937424047,0.0870431406,0.0746246224,0.0928041204,0.09338591730000001,0.0912340499,0.1124283732,0.1140812392,0.0615233062,0.0615233062,0.0608582724,0.0686416358,0.0636446141
Pcaud_OR4-4,0.0615233062,0.062524339,0.0622440351,0.063121987,0.063791489,0.06991875040000001,0.0672304937,0.0838512003,0.06498209099999999,0.06393174389999999,0.0636446141,0.0666949875,0.049514749000000004,0.050004124000000004,0.050004124000000004,0.050882286500000005,0.051992377199999995,0.05083730559999999,0.0507289564,0.0567372415,0.0188470408,0.0180592266,0.0180592266,0.018413855700000002,0.024352068199999997,0.030174513599999998,0.0,0.0,0.0,0.0764412785,0.0803388987,0.0937424047,0.0870431406,0.0746246224,0.0928041204,0.09338591730000001,0.0912340499,0.1124283732,0.1140812392,0.0615233062,0.0615233062,0.0608582724,0.0686416358,0.0636446141
Pnephr_BMS16-23,0.059032597199999995,0.0600204473,0.058980192300000005,0.0612900759,0.0612900759,0.0680884083,0.0666219012,0.0745843063,0.0583677763,0.059966887,0.0596979465,0.05990169150000001,0.0556329292,0.0553885893,0.0553885893,0.05431395940000001,0.0581610595,0.0550236024,0.058172111900000004,0.066218268,0.06759695639999999,0.0628047075,0.0628047075,0.0641169992,0.0700263757,0.077453189,0.0767915025,0.0764412785,0.0764412785,0.0,0.0030593164,0.0592843884,0.0676293538,0.0573519489,0.0751538997,0.07145097660000001,0.0707709388,0.0965474914,0.09813274039999999,0.059032597199999995,0.059032597199999995,0.059032597199999995,0.06680883230000001,0.0596979465
Pwood_BB-5,0.0621417529,0.0631892547,0.0613915349,0.0645102212,0.0645102212,0.070837787,0.0678779127,0.07293717599999999,0.060062915999999994,0.061736283899999994,0.0614482354,0.0617067651,0.0572129394,0.0569515934,0.0569515934,0.0558396775,0.0590982017,0.056579912999999996,0.0591098455,0.0667804942,0.0710575616,0.0660653903,0.0660653903,0.0675037711,0.0736269667,0.081411887,0.08072244349999999,0.0803388987,0.0803388987,0.0030593164,0.0,0.063232791,0.0688936832,0.058995164100000004,0.0791462822,0.0766747941,0.0752557222,0.09903795439999999,0.0998454278,0.0621417529,0.0621417529,0.0621417529,0.0695073552,0.0614482354
Pcalk_CyL1-24,0.0707522066,0.0718294489,0.0715004813,0.07243255629999999,0.07312051950000001,0.0779536499,0.0780134212,0.0883183001,0.0708917634,0.07259570559999999,0.0722627494,0.0727981226,0.0708595561,0.06841272030000001,0.06841272030000001,0.0680434895,0.0704904606,0.067982207,0.0726406381,0.08023307980000001,0.0877384849,0.08399779859999999,0.08399779859999999,0.08580828060000001,0.0916988599,0.09963057480000001,0.09418221550000001,0.0937424047,0.0937424047,0.0592843884,0.063232791,0.0,0.0723607091,0.0676237154,0.0837201814,0.07348646,0.06719467929999999,0.0958158483,0.0974099299,0.0707522066,0.0707522066,0.0700689181,0.0781230602,0.0722627494
Ppol_TBS3,0.0773977746,0.0781616493,0.0781616493,0.0796228861,0.0789274742,0.0876292041,0.0828901603,0.0965742209,0.0798691901,0.0784745967,0.0784745967,0.0816566285,0.0760005215,0.0774315049,0.0774315049,0.0781247957,0.0795566196,0.0766692498,0.07823858780000001,0.0894366333,0.0844151216,0.0796449811,0.0796449811,0.0809735152,0.08488935199999999,0.0935343465,0.0870431406,0.0870431406,0.0870431406,0.0676293538,0.0688936832,0.0723607091,0.0,0.077506634,0.093169528,0.08766356269999999,0.0736031584,0.10063160189999999,0.1022472795,0.0773977746,0.0773977746,0.0780907959,0.08631515099999999,0.0784745967
Pchlor_Kon,0.06367412,0.064691055,0.06440005160000001,0.06596173309999999,0.06596173309999999,0.0713648317,0.0713634241,0.0814501208,0.0657739824,0.0647243081,0.06443300019999999,0.0675115301,0.05615043559999999,0.055209061399999995,0.055209061399999995,0.0554550128,0.0579719316,0.0561643654,0.05660303,0.0653003224,0.0679865409,0.0659351757,0.0659351757,0.067311288,0.0731851596,0.0799542404,0.0749642836,0.0746246224,0.0746246224,0.0573519489,0.058995164100000004,0.0676237154,0.077506634,0.0,0.0789791513,0.0731285416,0.071670355,0.09928202789999999,0.10088416609999999,0.06367412,0.06367412,0.06367412,0.0715176427,0.06443300019999999
Pputr_ETu-7,0.075991263,0.07709911480000001,0.075238325,0.0783877764,0.0783877764,0.08392931220000001,0.0826432952,0.0932855743,0.0736721186,0.0733245473,0.0729909,0.0756395225,0.0724273332,0.069352012,0.069352012,0.0710266193,0.0729077142,0.0710903445,0.0715231746,0.0770273776,0.0828559566,0.0799426795,0.0799426795,0.0816498703,0.0875255266,0.0953326958,0.0932382441,0.0928041204,0.0928041204,0.0751538997,0.0791462822,0.0837201814,0.093169528,0.0789791513,0.0,0.0447293091,0.0546241061,0.0762097201,0.0777115057,0.075991263,0.075991263,0.075991263,0.08411125470000001,0.0729909
Pbuet_N06,0.0696001962,0.0703487235,0.0703487235,0.0696001962,0.0696001962,0.0767391807,0.074744287,0.0888858124,0.0765583313,0.075136383,0.075136383,0.0779433833,0.0729522813,0.072226421,0.072226421,0.07359905230000001,0.0750826515,0.0736655442,0.0736794772,0.0770693642,0.0811318281,0.080390058,0.080390058,0.08141454320000001,0.0826039486,0.09167698960000001,0.09338591730000001,0.09338591730000001,0.09338591730000001,0.07145097660000001,0.0766747941,0.07348646,0.08766356269999999,0.0731285416,0.0447293091,0.0,0.042048360300000004,0.07351506940000001,0.0742549877,0.0696001962,0.0696001962,0.0696001962,0.0769062883,0.075136383
Pdub_Ku4-8,0.0695261838,0.0702670059,0.0702670059,0.0710097044,0.0710097044,0.07734697,0.0756665788,0.08515482140000001,0.06833116389999999,0.06833116389999999,0.06833116389999999,0.0698272311,0.0715885982,0.0701925675,0.0701925675,0.071549852,0.07376176599999999,0.0716139162,0.0710113286,0.0771951966,0.08178464719999999,0.0820995265,0.0820995265,0.08346615389999999,0.0873514932,0.09459422349999999,0.0912340499,0.0912340499,0.0912340499,0.0707709388,0.0752557222,0.06719467929999999,0.0736031584,0.071670355,0.0546241061,0.042048360300000004,0.0,0.0831897674,0.0847254025,0.0695261838,0.0695261838,0.0695261838,0.0775138469,0.06833116389999999
Pbur_OK1,0.08987942,0.09110552970000001,0.08987942,0.0909938113,0.09242778800000001,0.0967438583,0.0964371908,0.1018633008,0.09426977269999999,0.09322598630000001,0.09278577699999999,0.09688720220000001,0.0978999222,0.09683896800000001,0.09683896800000001,0.0973014175,0.09997119039999999,0.09957281650000001,0.09993420210000001,0.09786167550000001,0.10441315,0.10179313970000001,0.10179313970000001,0.10405768720000001,0.10995668689999999,0.1157589785,0.1129742287,0.1124283732,0.1124283732,0.0965474914,0.09903795439999999,0.0958158483,0.10063160189999999,0.09928202789999999,0.0762097201,0.07351506940000001,0.0831897674,0.0,0.0011931182,0.08987942,0.08987942,0.08845543789999999,0.0969586573,0.09278577699999999
Pbur_YD-2010-3,0.09144044650000001,0.09267870619999999,0.09144044650000001,0.09256468550000001,0.0940031549,0.096708221,0.09640127710000002,0.10307438669999999,0.0958460413,0.0948052766,0.094356643,0.09851313689999999,0.09949893970000001,0.09842936220000001,0.09842936220000001,0.0989004272,0.09993420210000001,0.1011803207,0.0998972407,0.0978257151,0.1052073551,0.10339755960000001,0.10339755960000001,0.1057028792,0.11159850560000001,0.117427154,0.1146363257,0.1140812392,0.1140812392,0.09813274039999999,0.0998454278,0.0974099299,0.1022472795,0.10088416609999999,0.0777115057,0.0742549877,0.0847254025,0.0011931182,0.0,0.09144044650000001,0.09144044650000001,0.0900120203,0.09692286619999999,0.094356643
